2.000000	0.039105
2.012000	-0.778350
2.024000	0.143970
2.036000	-0.429335
2.048000	0.205838
2.060000	0.207248
2.072000	-0.906520
2.084000	0.802259
2.096000	0.522502
2.108000	0.432771
2.120000	0.667802
2.132000	0.658646
2.144000	0.410357
2.156000	0.728984
2.168000	0.308447
2.180000	-0.504504
2.192000	-0.378880
2.204000	-0.679671
2.216000	0.674413
2.228000	0.366599
2.240000	0.815809
2.252000	0.374726
2.264000	0.881162
2.276000	0.251336
2.288000	-0.139322
2.300000	-0.987322
2.312000	-0.173777
2.324000	-0.450821
2.336000	-0.830561
2.348000	0.940645
2.360000	0.114450
2.372000	-0.850945
2.384000	-0.755579
2.396000	-0.681764
2.408000	-0.246446
2.420000	-0.168763
2.432000	-0.337382
2.444000	-0.143648
2.456000	-0.588432
2.468000	0.667512
2.480000	-0.109523
2.492000	0.072802
2.504000	0.543672
2.516000	-0.876775
2.528000	0.465144
2.540000	-0.943415
2.552000	0.184999
2.564000	-0.032209
2.576000	0.099908
2.588000	0.500342
2.600000	0.595874
2.612000	-0.631263
2.624000	0.059054
2.636000	0.888032
2.648000	-0.795777
2.660000	0.167908
2.672000	0.698431
2.684000	0.202010
2.696000	-0.795401
2.708000	-0.571505
2.720000	0.203329
2.732000	0.386010
2.744000	0.925439
2.756000	-0.314427
2.768000	0.754483
2.780000	-0.242675
2.792000	0.827580
2.804000	0.905844
2.816000	0.739687
2.828000	0.564634
2.840000	-0.744198
2.852000	-0.277327
2.864000	0.695432
2.876000	-0.464149
2.888000	-0.576633
2.900000	-0.975284
2.912000	0.733241
2.924000	0.346268
2.936000	0.197615
2.948000	-0.454726
2.960000	0.205879
2.972000	-0.774670
2.984000	0.727886
2.996000	0.243099
3.008000	0.480093
3.020000	-0.782844
3.032000	-0.117431
3.044000	0.986946
3.056000	-0.987162
3.068000	-0.465402
3.080000	-0.491604
3.092000	-0.826925
3.104000	0.798636
3.116000	0.437090
3.128000	-0.118594
3.140000	-0.922865
3.152000	0.965327
3.164000	-0.459429
3.176000	0.850788
3.188000	0.135729
3.200000	0.974066
3.212000	-0.880034
3.224000	-0.315447
3.236000	0.982615
3.248000	0.117876
3.260000	-0.805772
3.272000	0.055179
3.284000	0.855514
3.296000	-0.078183
3.308000	0.887844
3.320000	-0.979326
3.332000	-0.132601
3.344000	-0.938469
3.356000	-0.427787
3.368000	0.630461
3.380000	-0.919507
3.392000	-0.261254
3.404000	0.067983
3.416000	-0.041617
3.428000	-0.424896
3.440000	-0.780522
3.452000	0.930401
3.464000	-0.821951
3.476000	0.978642
3.488000	-0.958423
3.500000	0.337481
3.512000	0.703521
3.524000	-0.320938
3.536000	0.661325
3.548000	-0.131320
3.560000	-0.961360
3.572000	0.843797
3.584000	-0.826435
3.596000	-0.919886
3.608000	-0.606324
3.620000	-0.633656
3.632000	-0.038775
3.644000	0.072374
3.656000	-0.094742
3.668000	-0.814425
3.680000	0.234947
3.692000	0.510337
3.704000	0.866141
3.716000	0.771792
3.728000	0.888279
3.740000	-0.182898
3.752000	0.504369
3.764000	0.852977
3.776000	0.160167
3.788000	-0.766982
3.800000	0.543378
3.812000	-0.026017
3.824000	-0.297703
3.836000	-0.982953
3.848000	0.803390
3.860000	-0.661023
3.872000	0.584407
3.884000	-0.463199
3.896000	-0.968970
3.908000	0.200132
3.920000	0.505627
3.932000	-0.512051
3.944000	-0.481543
3.956000	0.336600
3.968000	-0.248345
3.980000	0.924884
3.992000	0.249386
4.004000	-0.868503
4.016000	-0.966282
4.028000	0.374855
4.040000	0.548667
4.052000	-0.256900
4.064000	-0.530053
4.076000	0.624787
4.088000	-0.581217
4.100000	-0.122715
4.112000	0.331856
4.124000	-0.049564
4.136000	-0.071593
4.148000	-0.800531
4.160000	-0.209748
4.172000	0.506298
4.184000	-0.850006
4.196000	0.989487
4.208000	-0.914607
4.220000	-0.986066
4.232000	0.164973
4.244000	-0.600773
4.256000	0.547192
4.268000	-0.563320
4.280000	0.789375
4.292000	-0.906571
4.304000	0.982630
4.316000	-0.482400
4.328000	0.224293
4.340000	-0.018947
4.352000	0.458867
4.364000	-0.825821
4.376000	-0.414452
4.388000	-0.023988
4.400000	0.635708
4.412000	0.626600
4.424000	-0.107028
4.436000	0.811361
4.448000	-0.579410
4.460000	-0.430100
4.472000	-0.764487
4.484000	-0.605364
4.496000	-0.395876
4.508000	-0.127622
4.520000	0.019720
4.532000	0.257526
4.544000	-0.152355
4.556000	0.739936
4.568000	-0.516103
4.580000	0.155720
4.592000	0.865555
4.604000	-0.045548
4.616000	-0.098760
4.628000	-0.649924
4.640000	0.423695
4.652000	-0.426640
4.664000	0.103206
4.676000	-0.597284
4.688000	0.158752
4.700000	-0.826400
4.712000	-0.319445
4.724000	-0.653328
4.736000	-0.853006
4.748000	-0.333262
4.760000	0.482565
4.772000	-0.712386
4.784000	0.716876
4.796000	-0.313274
4.808000	-0.095210
4.820000	0.011807
4.832000	0.026787
4.844000	-0.320580
4.856000	0.167809
4.868000	-0.564280
4.880000	-0.137351
4.892000	-0.992213
4.904000	-0.213779
4.916000	0.101127
4.928000	0.330288
4.940000	-0.933999
4.952000	-0.632320
4.964000	-0.826243
4.976000	0.355409
4.988000	0.808313
5.000000	-0.466152
5.012000	-0.006597
5.024000	-0.003666
5.036000	-0.282712
5.048000	-0.336524
5.060000	-0.828862
5.072000	0.610162
5.084000	0.468133
5.096000	-0.656921
5.108000	0.430497
5.120000	0.369628
5.132000	0.501002
5.144000	0.391884
5.156000	0.599731
5.168000	-0.388474
5.180000	0.541842
5.192000	-0.493574
5.204000	-0.093834
5.216000	-0.274612
5.228000	-0.755357
5.240000	0.430804
5.252000	-0.811635
5.264000	-0.234706
5.276000	-0.251257
5.288000	-0.774363
5.300000	-0.436204
5.312000	0.839548
5.324000	-0.305973
5.336000	-0.152624
5.348000	-0.736476
5.360000	-0.339514
5.372000	0.565578
5.384000	0.269204
5.396000	0.098421
5.408000	-0.679490
5.420000	0.956383
5.432000	-0.987132
5.444000	-0.129013
5.456000	0.447094
5.468000	0.480247
5.480000	-0.805010
5.492000	-0.989009
5.504000	0.057077
5.516000	0.060916
5.528000	0.298460
5.540000	-0.952568
5.552000	-0.320545
5.564000	-0.117650
5.576000	-0.994929
5.588000	-0.509759
5.600000	-0.255341
5.612000	0.881445
5.624000	-0.920340
5.636000	-0.300432
5.648000	0.384996
5.660000	0.113940
5.672000	0.620169
5.684000	-0.253592
5.696000	-0.504867
5.708000	0.304061
5.720000	-0.852635
5.732000	-0.480509
5.744000	0.438209
5.756000	-0.821744
5.768000	0.840340
5.780000	-0.869100
5.792000	0.746796
5.804000	0.567493
5.816000	-0.026123
5.828000	-0.057811
5.840000	-0.337253
5.852000	0.065065
5.864000	-0.407595
5.876000	0.651097
5.888000	-0.669881
5.900000	0.330977
5.912000	-0.136129
5.924000	-0.880300
5.936000	0.218037
5.948000	0.446159
5.960000	-0.820116
5.972000	0.595168
5.984000	-0.521673
5.996000	0.125199
6.008000	0.475912
6.020000	0.066176
6.032000	0.196216
6.044000	0.390886
6.056000	-0.567644
6.068000	-0.652650
6.080000	-0.020754
6.092000	-0.780539
6.104000	-0.946775
6.116000	0.326783
6.128000	-0.720859
6.140000	0.521576
6.152000	-0.046615
6.164000	0.966815
6.176000	0.203907
6.188000	-0.974957
6.200000	0.091106
6.212000	0.626093
6.224000	-0.672615
6.236000	0.553973
6.248000	-0.110818
